"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"";NA;NA;NA;NA;NA;NA;NA;NA;NA
"currentCombination";1;1;1;1;1;1;1;1;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, НЕ содержит сессию или автовход
"currentCombination";1;1;1;1;1;1;1;2;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход того же пользователя
"currentCombination";1;1;1;1;1;1;1;3;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход другого пользователя
"currentCombination";1;1;1;1;1;1;2;1;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, есть доступы; Браузер, в котором выполнен переход по ссылке, НЕ содержит сессию или автовход
"currentCombination";1;1;1;1;1;1;2;2;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, есть доступы; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход того же пользователя
"currentCombination";1;1;1;1;1;1;2;3;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, нет доступов; У пользователя, с которым совпал №, есть доступы; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход другого пользователя
"currentCombination";1;1;1;1;1;2;1;1;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, есть доступы; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, НЕ содержит сессию или автовход
"currentCombination";1;1;1;1;1;2;1;2;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, есть доступы; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход того же пользователя
"currentCombination";1;1;1;1;1;2;1;3;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, есть доступы; У пользователя, с которым совпал №, нет доступов; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход другого пользователя
"currentCombination";1;1;1;1;1;2;2;1;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, есть доступы; У пользователя, с которым совпал №, есть доступы; Браузер, в котором выполнен переход по ссылке, НЕ содержит сессию или автовход
"currentCombination";1;1;1;1;1;2;2;2;Указанный дилером емейл совпал с пользователем; Дилер НЕ указал № телефона; У пользователя, с которым совпал №, он подтверждён; У пользователя, с которым совпал емейл, нет дилера; У пользователя, с которым совпал №, нет дилера; У пользователя, с которым совпал емейл, есть доступы; У пользователя, с которым совпал №, есть доступы; Браузер, в котором выполнен переход по ссылке, содержит сессию или автовход того же пользователя
